"Review","school"
"In 16 weeks at App Academy, you will be thrown in lots of Computer Science concepts over various programming languages in addition to job searching toolsets. After going through about 3 months of intense learning, you will be tasked with projects to do... Read More that will demonstrate your knowledge. From my experience, those projects were fun and the knowledge has helped me to figure out additional technologies to incorporate into my projects! Even though this journey through this bootcamp has been challenging, it is worth it in the end. Aside from the amazing material you get, you also will get to meet amazing cohort-mates from various backgrounds. Overall be prepared and be serious, which I can't emphasize enough, to put in lots of work to understanding and practicing those computer science concepts.Pros:- The instructional material were up-to-date, fun, and challenging.- Really helpful instructors to help you understand Computer Science concepts.- Plentiful of help for your job searchCons:- Some Computer Science concepts taught (either in lecture or in instructional material) are hard to understand or not self-explanatory.- Some lectures felt rushed and weren't paced well to flesh out concepts clearly.- The transition from programming projects to job searching was awkward. Felt uncomfortable just suddenly switching from technical to nontechnical work. Tips I could give:- Try to learn some new programming languages/concepts ahead of time (even better if before the bootcamp). I highly suggest learning Python.- Have a set schedule as you do not want to overwork yourself, especially when you're going to be studying new concepts daily.- Be prepared to be expected to learn new concepts instantly.Read Less",app-academy
"I made the push to join App Academy after feeling lost and overwhelmed with all the free programs online. The ""online"" course is very current with the technologies they teach, and curriculum is always taking feedback from students and staff to find ways... Read More to improve. Since the start COVID-19 there's been a huge influx of new students, so I can't speak on the way things will progress... what I can say is that my instructional staff was clearly very passionate about the material and did everything they could to see students succeed. Be prepared to really commit the full 40+ hours a week for classes and self-study. I do wish more time was spent on learning data structures and algorithms, but what you do learn is very job-oriented. There is also a dedicated team of staff that will coach you through your job search!Read Less",app-academy
pros:- Great structured material- Engaging learning experience- Tests are easy- App Academy is really invested in you to succeedcons:- Requires 70+ hour weeks- Tests are tedious and do not reflect well on you understanding of the material- Very little... Read More focus on Data Structures and Algorithms- JavaScript portion of the curriculum is virtually nonexistent - UnderstaffedRead Less,app-academy
"As a student, I felt that I only scratched the surface of each topic, then did my best (with my pair-programming partner) to apply the knowledge on daily projects. During the initial week-long full stack projects, I didn't have a clear idea on how to... Read More start. However, my Principle Instructor (Ian) and the TA's (Javier, Dean) were always there and extremely helpful in guiding me in the right direction and helping to debug. By the time the capstone project came around, I felt equipped to develop a full stack project -- to the extent that I taught myself a whole new framework in just a few days to use in my project. a/A simplifies complex topics across the full stack into simple, but not always digestible pieces. You will spend only a few days on topics that are taught over a semester in college. At times, you are likely to be overwhelmed by the pace. On the flip-side, you are also likely to be too immersed to even think about it. It may feel like you are being rushed to cram new material each day, but you would be surprised to realize how much you are actually learning under the hood. In addition to the basic knowledge, you are learning how to learn new technologies quickly and effectively. This resourcefulness is probably the most valuable return on your investment of time, money and effort. My thoughts upon completion of the program: I thought I was running a marathon, but it turns out I was being taught how to tie my shoes really well for five months. The marathon has only just started.Read Less",app-academy
pros:they bet on you with income sharingthere are instructors to help (within reason)good breath of materialcareer supportthey force you to learngreat for people who want to learn and feel confident they can do itcons:It might feel expensive after you... Read More finishat times you might feel overwhelmed if you don't have any tech background. but still doable. be ready to sacrifice something.sometimes the curriculum feels rushed or disjointedRead Less,app-academy
"App Academy is no joke. It is a very demanding program that requires dedication and effort. I spent 10-12 hours a day engaging myself with the projects, and homework. You are encouraged to limit your obligations outside of the program -- none of my classmates... Read More worked as students. You will get kicked out after failing 2 assessments (unless you pass the retake for the second failed assessment). You must work strategically and efficiently under pressure. Pros - the instructional team is great and the online resources are available to students even after graduating. Cons - Some curriculum is outdated but the instructional team is working through updating the material.Read Less",app-academy
"I attended the App Academy SF June 2020 in-person cohort (which ended up being entirely online because 2020). It was a great experience, and I highly recommend it to anyone looking to leap into the deep end of software engineering. It was an incredibly... Read More intensive course, and you constantly feel overwhelmed and like you’re not learning just as much material as you are, but make it to the end and you will feel actually qualified enough to call yourself a software engineer. Pros: - Extremely hands on- Learn to use many different frameworks, Ruby, JavaScript, the MERN stack, and more- friendly staff and TAs- lots of practice working with partners, which is hugely helpful for making sure you can articulate your coding thought process - a lot of help during the career searchCons:- feel like you’re just not getting it...often - the curriculum is sometimes laid out poorly and hard to parse. - 16 weeks is a huge time commitment (but what do you expect when trying to switch careers entirely?)Read Less",app-academy
"Pros:- Exactly what you expect: 100% commitment and 100% focus will help you succeed in an immersive bootcamp like this one.- Best industry practices; instructors teach you recent and up-to-date technology and practices that would be used in the industry... Read More while making sure you fundamentally understand the concepts you're learning. Have to learn to walk before you can run.- Fast but fun paced environment to teach those who are committed to learn. Curriculum is well-designed and TAs are well-versed in the tech taught (most are recent graduates).Cons:- Time consuming. You will 100% be investing 9-11 hours/day prior to the beginning of your projects where you might be putting in even more time.- Tough. This is NOT a bootcamp for those who aren't going to take this serious. - Albeit the TAs will say ""it's a marathon, not a race"", it is more like a fast-paced marathon. You will get through material in no time and you'll need to pick things up quickly to keep up.Read Less",app-academy
"The program was definitely a lot tougher than I expected going in but I did learn a lot throughout my time during the bootcamp. The TAs are amazing and super helpful when needed. The one part I felt like could be improved was having more practice before... Read More attempting projects on our own towards the end but I understood it because of the time constraint to cram a lot of knowledge in a short period of time. Overall, a great experience and I look forward to using my skills in the industry.Read Less",app-academy
"Over the course of three months, a lot of material gets squeezed into such a small time frame and it initially seemed like such a daunting journey to embark on. But with all the great support I got from the staff members and also the amount of work I... Read More had put in, I strongly believe that it's an experience worth my time and money. The material was both challenging and fun, especially with how much material is taught. And beyond the bootcamp, you get to meet a lot of amazing people! The last few weeks of the bootcamp pushed me to my limits but it was fun seeing how much I've learned, which is one of the most rewarding results from going through this bootcamp.Pros: Challenging and fun material, lots of opportunities to practice concepts, and you get plenty of help early on.Cons: Sometimes the lecture feel too broad, and a lot of the CS concepts get glossed over (data structures &amp; algorithms) and is more of a self-study type of dealTip: Manage your time if you plan to tackle this bootcamp! Getting enough sleep will go a long way and it helped me succeed and complete the course at full valueRead Less",app-academy
"This course demands A LOT of your time and devotion. I came in to this program with no coding experience at all and know I still have more to learn even after but I have come leaps and bounds in my coding skill. If you're not ready to commit 12 - 14hrs... Read More 7 days a week to coding then this program isn't for you. The TA's are amazing (from my cohort at least), they were knowledgable and past grads so they knew what it was like to be in our shoes. The curriculum readings need to revised and updated in a few parts, thankfully TA's are there to clarify. Before the cohort starts they have you learn the basics of Ruby since the beginning of the program is focused on Ruby. I highly suggest also taking time to learn some JavaScript as well. Because you get a lot of time with Ruby and then when JS time happens you'll feel like you just got thrown into the deep end. At the time of writing this review I am just finishing week 15 out of 16, getting ready to get into the career quest part (technically already started), which is also intense. Pretty much from start of the program until you get a job you will be working you butt off. So make sure you know how to take care of yourself, exercise, get some good rest and try to maintain one hobby that is a stress reliever. Your fellow cohorts will be some of your greatest resources and best friends, you will bond over struggling together and it's a great time to make networks (you never know what companies you or any of them will get into). So if you are more than interested in coding, are able to not work for 4months straight or more, dedicated enough to spend 12-14hr days to learning then this is the program for you. It's not the best because it's easy, keep that in mind. As stressful as this experience has been, I am extremely happy that I did it and that I made it to the end. I have family in the tech industry and showing them what I can do after these 4 months they are very impressed and reassure me that I can land a role as a jr dev. Hoping and continuing to study hard so that that is the case.Read Less",app-academy
I enrolled in a in person cohort but due to pandemic it was switched to zoom. The bootcamp was intense but everyday you are learning something new and practicing that in the pair-programming. TAs were great and really helpful. Many of them had gone thru... Read More the course themself so they knew the sort of problems and understanding that is required to be successful. Everyday seemed really long but at the end of the week friday seemed to come by really quickly as you are coding every hour. I feel like I am very confident in my ability to code and I have also discovered tons of resources which I will look into to further my coding skills.Read Less,app-academy
"Pros- their curriculum supports anyone who does not have a technical coding background which is where I was. As long as you put in the time and effort, you can succeed.Cons- throughout the last few weeks of the cohort, the projects seemed to be rushed... Read More and were combined with the job searching curriculum which I think is not the best idea.Read Less",app-academy
App Academy did a great job giving us all the skills we need to become a good software engineer. The program is fast paced and students will only get out what they put into it. The high frequency of tests helped ensure that concepts were nailed down quickly... Read More but could also change some student's priorities to test taking rather than learning the actual concepts. The TAs were very supportive and helpful and there was a tight nit culture despite our cohort being switched to online only due to COVID. Overall would recommend.Read Less,app-academy
"App Academy is definitely no joke. It is 16 weeks of constant work with no letting up. 60 hours a week of work is the bare minimum, and honestly I don't even know if that is enough. I am pretty sure that I worked well beyond that most weeks. The assessments... Read More are very tough but often fair. The pace is insane but definitely doable. You just need to keep on top of everything. I often found myself worried that I did not fully understand a certain topic covered in class only to find out that I knew more than I realized when the time came to utilize those concepts. You will be surprised when you realize the topic that gave you trouble a few weeks ago is now second nature.Overall it was a very positive and life changing experience that I would highly recommend!Read Less",app-academy
"I am very glad I attended App Academy. I had been dabbling in different web development technologies for years. For example, I knew how to build web-scrapers with Python and Selenium. But I never had any formalized knowledge of the best practices to build... Read More a full-stack application. By the end of the 16 week curriculum, I was able to clone the core functionality of Quizlet.com as my final project. It was one of 3 large projects that we did.In all we covered broad CS topics like data structures, algorithms, authentication patterns, tree traversal, among many others. And we learned specific technologies like Ruby on Rails, SQL, HTML/CSS, Javascript, React/Redux, Node &amp; the MERN stack. We practiced using git &amp; github extensively. We learned Test Driven Development thru technologies like Rspec &amp; Capybara. Most importantly, we learned to learn. For example, when it came to the MERN stack &amp; MERN projects, the instructors stopped holding our hands and made us practice picking up a new technology ourselves. My cohort was supposed to be an in-person cohort, but it turned out to be online only due to Covid. At first I was upset that I wouldn't be able to interact with my instructors and classmates on a daily basis, but it turned out to be a blessing in disguise - with the amount of work we had to do every day, I couldn't imagine having to spend another hour or two each day commuting.I would give a 5-star review, but I do think it can be improved in a few ways.1) A large part of the curriculum focuses on Ruby and Ruby on Rails. I believe that this is part of the design, in a sense, because Ruby is an easy introduction into the world of programming. We had people that came from completely different backgrounds and had little prior programming experience. However, it's looking like Python &amp; Django are becoming more popular now and I wish we had some exposure to these frameworks as well. It appears that future aA cohorts will, in-fact, be going this route instead of RoR.2) While aA has a wealth of knowledge on App Academy Open - the main tool for content for our curriculum (it's where all of our projects, homework, and readings were housed), that portal is not very organized. If I wanted to go back and reference something we learned 4-5 weeks back - it was hard to find. I wish they made all the projects &amp; topics we covered searchable.To say that App Academy was intense is not an understatement. About 1/3 of our initial cohort didn't make it to the end. But it was very rewarding to have completed it.Read Less",app-academy
App Academy was a great experience for me. I started with very little coding knowledge prior coming from a completely different career. During the actual curriculum everything feels rushed and the constant assessments create a ton of pressure but the... Read More once I got to building my own projects it was an amazing feeling.Read Less,app-academy
"I went into App Academy without any prior coding experience. Coming out, I feel sufficiently prepared to answer tech answers intelligently, and absorb new technologies with some kin of framework. For those thinking about applying, remember that you get... Read More exactly what you put in. App Academy is not necessarily impossible to pass, but it is entirely up to you how successful you want to be coming out. You can ""pass"" the course with 60 hours a week, but in order to get the most out of it, 90+ is definitely preferable.Read Less",app-academy
"I have loved my experience at App Academy. The curriculum has been rigorous but thorough. Not only did we learn the fundamentals, but we learned how to think like a programmer. We learned how to solve problems and how to ask the right questions. The curriculum... Read More extended beyond just coding and languages, and included many lessons on white-boarding, pair programming, soft-skills and job search principles. The instructors are knowledgeable and approachable, and there is always help to be found if you look for it. I have enjoyed my time at a/A and cannot recommend this program enough to all those who are trying to find the right fit.Read Less",app-academy
"I came to App Academy with some previous knowledge in programming and computer science. I just finished the 24-week online program, it wasn't easy but I enjoyed the structure of the course and I got to know amazing people that were collaborative and supportive.... Read More I completed my training as a software engineer and now I'm receiving training to find my first job. I learned web development using different technologies and computer languages like React, Express, Node.js, sequelize ORM, Javascript, Python, Flask, among others, aligning with high demand from tech companies increasing the chances of landing a great job. App Academy provided everything I was looking for and I am a proud alumni!Read Less",app-academy
"When I started the pre-course work for AppAcademyI hadn't touched a line of code, but now I'm a software developer.Yes, the course is HARD. It will be the hardest thing you've ever done, but the system works. If you as an individual, put in the work and... Read More really dedicate yourself for 24 weeks, you will graduate and get a job in the field. With AppAcademy, I felt like my cost breakdown was something like:20% Curriculum30% Support from Teachers50% Providing a System that kept myself accountable for my learningThat 50% 'system' meant adhering to an assessment system, a strike system for attendances and notes, and the pressures to keeping up with my cohort.If your question is, ""Is AppAcademy is worth it?"", you're asking the wrong question. The question should be, ""Am I prepared to give what it takes to trust the system and dedicate my LIFE to learning a new career in 24-weeks?""Read Less",app-academy
"I started in February 2020 and just graduated the Online Full Stack Software Engineer course. I am currently in the ver start of my job hunt and was completely prepared to do outstanding by the course. The material is great and the instructors are super... Read More knowledgable and just all around awesome. I have made lifelong friends with several of my classmates as well. If you want to change your life and become a software engineer, App Academy is the only choice in my bookRead Less",app-academy
"App Academy is a rigorous bootcamp for sure. You dive into a lot of content and before you know it 6 months have passed. I was part of their online track and it was by far one of the most difficult thing I have done. You go from console logging ""hello... Read More world"" to being able to build full stack applications in react/redux and python. I do have to hand it to them for not just teaching me code but how to learn any language or framework. You are put in these environments that really forge your developer skills if you can handle the pressure. Some of the assignments include building a clone (ie netflix or instagram) within a week after learning the technologies a week or two prior. The instructors are AMAZING and if it wasnt for their guidance I would not have been able to finish. Just as a note I never had coding experience before and was able to graduate and am now employed. Only con is that the curriculum is being improved and we will occasionally get some errors in the readings. The TAs and Instructors do clarify during lecture but for a top bootcamp I would like to see those ironed out in the future. Overall it was worth it and it changed my life!Read Less",app-academy
"Coming here from another country, learning English and Programming languages at once is definitely a tough journey for me. It took me a very long time to figure out which program/bootcamp is suitable for me. I was trying to learn how to code with a bunch... Read More of schools however App Academy gave me the best self learning experience. I love the curriculum, high quality videos, the way teachers convey the lecture and support students and how selective App Academy is. Especailly, I WAS TAUGHT TECHNICAL SKILLS (PROGRAMMING) IN PLAIN ENGLISH. Amazing tutors/teams and great curriculumn from App Academy helped me to make my dream come true. Within 6 intensed months learning with App Academy, I turned into a new leaf: from a person who knows nothing became a software engineer. I had been learning and sharpening a lots of both technical skills (HTML, CSS, JavaScript, PyThon, Node.js, SQL...) and non-techinal skills such as how to write an attractive resume, cover letter, negotiate when I get a job offer, and so forth.I highly recommend you going with App Academy.Read Less",app-academy
"I came into the curriculum with a basic foundation of coding, however I had no experience in software development and in a mere 6 months I can say that I am much more confident in my ability to produce an application. App Academy not only teaches you... Read More relevant curriculum but (and this is the most important aspect to me) they set you up with the ability to continue self-learning after graduationPros- The support from the TA's and Instructors are nice to have, especially when you aren't grasping a concept.- 4 projects, consisting of 2 group project and 2 solo projects gives you a lot of experience working with different ideas, people, and technologies.- Presence of a career coach makes the job search process feel much more structured.- The focus on mini-projects while your learning really re-enforces the concepts learned for the day- Learn Python for the online full-stack cohorts instead of RubyCons- Since I was in a Cohort with a new curriculum some of the material seemed like it was rushed or just not presented in a clear and concise way.Read Less",app-academy
"App Academy is the 'fast track' to landing a career in tech. They focus on web design. The curriculum I went through was for Javascript and Python, and using React and Flask frameworks, but they teach you how to get there all the way from the basics of... Read More printing out hello world. Benefits:* The latter half of the program teaches the frameworks mentioned above alongside building projects with those frameworks to populate a portfolio on your resume. I was delighted to find that they tackle every aspect of the job search process, since I had effectively no portfolio before a/A.* Schedule includes weeks to focus entirely on projects and gain skills working on a team, as well as 'half-and-half' weeks to do solo projects and resume crafting, and of course many more weeks spent on new concepts.* Schedule is very flexible, and instruction team is fair. Assessments may be curved or re-evaluated based on the cohort. * Every member of app academy (that I interacted with) takes responsibility if something is wrong or needs clarification, fixing, or more time. I don't remember anyone being unapproachable. Criticisms:* When students get deferred to another cohort, they simply disappear. I understand it may be embarrassing to defer (although it shouldn't be - life happens, you need more time, it didn't click), but just silently removing them might not be the best solution. I felt the cohort steadily shrinking as people left, and became increasingly stressed that it would happen to me, since we were the first cohort of the year and the students ahead of us had different curriculum and couldn't join us. Most other cohorts will not be in this situation, though, as they will have new students join.* The 24 week pace isn't as consistent as I'd like. The first 4 weeks are essentially just making sure you passed the free online intro to programming course that they offer, or getting you up to speed if you didn't. It very quickly ramps up, and some weeks have very difficult assessments while other weeks see a class average of 100%. I understand some material is very hard to assess, though - such as learning a new framework or database, where it is more trivia than anything else. Final jurisdiction:I had graduated from uni without much of a portfolio, and without the ability to pass coding interviews despite my degree. In my opinion, the curriculum should be a little more polished and probably focus more on algorithms and react (the most important, most recurring subjects). As for me, I don't regret my time spent here at all, and I got a lot out of it. - DrewRead Less",app-academy
"It was a great experience with app Academy. Everybody is so helpful and friendly. I enjoyed everyday with a/a, and I learned many things from everybody, it was an amazing experience and I m so proud to be part of it.I really appreciate that they offer... Read More support for the job search as well.Read Less",app-academy
"There are definitely many pros and cons to the program. It can be very emotional at times, but there are strong resources and a community to rely on. It is definitely fast-paced and work-load intensive, however it is manageable with strong mentality and... Read More using the resources given to you. My tip to anyone thinking about coming in or already in, communicate with your other cohort members and TAs if you ever need help or are feeling low. Everybody is in with the same goal and TAs were in your position before this, so do not feel like you will be hindering anybody. Without being able to ask for help or communicate well with my group, I do not think I would have been able to get through it or enjoy it as much as I did. Now for the cons, the pace and expectations can feel or be a bit unforgiving and relenting considering what is at stake. I know it is those same stakes that help everyone take the program very seriously, but it would be nice to know that there is a fall back plan for anyone who may have a valid reasoning for missing a week and not have to feel like they have to dropout . It is getting better and if you communicate well enough you can get back, but the workload is a bit worrisome in that case. Long story short, be communicative and ask for help whenever you need it, use the resources around you!Read Less",app-academy
"As someone who was debating between attending App Academy or another bootcamp, I ultimately do not regret my decision to enroll with App Academy. There were several unknown factors at the time of my decision making (such as not knowing if in-person learning... Read More would become available at any point during the cohort), and I think I made the best decision I could with the knowledge I had at that point in time. With that said, there are several factors that I'd like to stress for others who may be making similar considerations:PROS:- This program will, at the end of the day, accomplish its goal of teaching you how to code. Or at the very least, will help equip you to continue learning more on your own after the bootcamp is over - It's recognized as one of the top bootcamps, which is significant since bootcamps can have a stigma associated with them in the actual workplace- The TAs seem to genuinely want everyone to succeed, and the fact that they are all former students makes them more empathetic to the pressure on current studentsCONS:- Curriculum or general operating procedures don't seem as polished as they could be. Several of the recorded video lectures towards the middle of the curriculum seem more dated, which didn't instill the highest sense of confidence in the product that App Academy provides- Intense focus on passing assessments. As other reviews mention, the foundation of the curriculum is based on weekly (and towards the end, bi-weekly) assessments. Failing any of the fundamentals assessments (weeks 1 and 2) results in being deferred to another cohort, and failing any 2 of the 6 remaining assessments results in dismissal. While this certainly keeps students on their toes, it also results in prioritizing just passing the assessment over understanding the concepts, especially if you don't have any prior CS knowledge- Pair-programming for hours every day, especially over Zoom, is taxing. Pair programming is clearly a huge part of the App Academy experience, but as one of the first cohorts that was taught the in-person curriculum entirely over Zoom, it would have been preferable to see App Academy try to be more creative in addressing specific needs of an online experience All in all, if you're looking for a way to accelerate your journey into becoming a software engineer, feel that you have a good support system, and are ready to work really hard, a bootcamp might be the right choice for you.Read Less",app-academy
"Honestly, I was convinced at the beginning that App Academy wasn’t for me. I’m a weirdo-artsy Latina with a ton of family commitments and chronic illness/disabilities that I knew would make the “valorization of working 90 hours a week” bootcamp model... Read More a huge challenge for me. I contemplated dropping out from the very first week, because without a technical background and with a glitching computer I wouldn’t afford to upgrade, I felt like the “hot mess” of the class. Coding definitely doesn’t come naturally to me— every exam was a struggle because of my anxiety issues. Given all of this, I never expected that I would graduate this program feeling so proud and glad I stuck with it, and feeling so passionate about coding now! My TAs were incredibly supportive and there for me even as I had way more questions than it felt the average student had, and they spent hours of their time outside of formal class time to help me with material, give me pep talks, and just in general didn’t view me as an expendable number in a cutthroat environment the way I worried doing an intensive bootcamp would be like. One of my good friends died in the middle of my doing this bootcamp, and I never could have kept going to graduation if instructors and fellow students hadn’t been there for me on both a human and a programming level so consistently. I reveal all this info about myself because there are tons of reviews that talk about the curriculum, specifics of the frameworks they use, etc. I wanted my review to speak to someone who might be reading this and see themselves in my description of myself— not sure they can fit in in the coding/techie world, or handle a high intensity bootcamp. I won’t sugarcoat what a challenge a/A was, but I am SO, SO grateful I stuck with it, and definitely recommend App Academy, its instructors, and its community vibe that was so welcoming to this anxious new programmer! App academy’s material is really well structured too, so I feel like I’m in a good position to keep learning and improving my skills along multiple axes with all the material being a student gives you access to forever. Excited to keep learning forever :)Read Less",app-academy
This program is VERY challenging but it would we all worth it in the end. With great guidance and support app academy will teach you the tools and skills for your success in a software development. Highly recommend to push life aside for this course days... Read More can range from 12 - 14 hrs a day to keep up with the course.Read Less,app-academy
