"Review","school"
"I am very satisfied of my training this summer at Ironhack Paris. Even with the pandemic issues, the classes were taught easily via videoconference. I did lack the human vibe sometimes but fortunately, we could access the campus and meet with other classmates.... Read More Bootcamp: it is a very challenging training as it will take most of your evenings and week-ends (and your whole brain and mind) to learn, design and collaborate but it truly worths it: I have no hesitation anymore to prepare and rock presentations, work with a team and talk product strategy with my clients. Indeed, this training makes you confident enough to work for any early stage start-up and as a junior ux/ui designer even if you have no background in design. For the career program however, be sure to confirm what you really will get as there are re-adjusting their offer according to the current covid- situation.Read Less",ironhack
"I am delighted to have been able to realize a web development bootcamp at IronHack. Despite the context (covid-19), the classes went well and we received quality instruction. The pedagogical team is listening and accompanies the students as well as possible... Read More throughout the training. The content of the training is very relevant, and favors the integration into the job market after the bootcamp. As is the career service that helps us find a job after the training. A great experience, I will do it again without hesitation!Read Less",ironhack
"I decided to follow Ironhack's program in the context of changing jobs from sales to Product Management. The objective was to develop the necessary tech skills to better collaborate with a dev team in my future job. The bootcamp I followed was from June... Read More to August 2020 meaning everything was done remotely. In general I am very satisfied with this course. They have managed to adapt smoothly to only-remote classes and even in this context I found it very easy to learn and work with the other students. The morning was dedicated to class and afternoon to labs. One needs to bear in mind that this is an intensive bootcamp hence the need to dedicate some time outside the class hours to go through the class material or review the classes of the day. It took a little bit of time for me to realize that and I went through some quite anxious phases when at some points I was realizing I was completely lost!What I particularly liked was the fact that for my final project I was given the freedom to do it my way: I decided to follow a product management methodology to develop the app I was working on, meaning I spent a lot of time doing discovery before actually starting the development phase, and both the teacher and TA supported me on this initiative.Read Less",ironhack
"I had no experience in the field of UX UI Designer, today I'm able to have and analyze a User experience from A to Z.Thanks to the teacher who explain very well and were always with us when we needed. They were able to manage even during lockdownthank... Read More you for this wonderful experience!!Read Less",ironhack
"I attended Ironhack FullTime Web Developement bootcamp and I was totally satisfied with this learning experience. I had no coding experience before taking the course so it was really challenging, but the courses are made not only to give a good baseground... Read More for technical skills but also give you all the tools to prepare you after the bootcamp to go further and continue developing your skills.I had excellent teachers that were highly skilled, always ready to help and really open to new suggestions. The Ironhack staff is also very supportive and always ensures that everyone feels comfortable during the learning process. If I can give some advice, just be sure you take enough time on the prework and you’re ready to be 100% involved in an intense but amazing experience. I highly recommend this bootcamp!Read Less",ironhack
"I has been years since I worked in the tech environment and really wanted to take a part in it.Ironhack helped me understand all those lines, logic and processes behind our web applications.Sure, it was intense, but It has been a long time since I had... Read More been this passionate about a subject, and wow, this feeling when you resolve a bug or when you make everything work... it's just amazing. It was a great time spend with the Ironhack team and my fellow Ironhakers (and even more because our cohort had many women in it!).I loved the group projects and the overall group dynamic, how the teacher and TA where there for us and really helped us and how for each module we had a time to make some feedback to improve our learning process (reviewing the practices that really worked for us, those that worked less, and make suggestions to improve our global experience).Oh, and the ironbeers, even on remote, where a total delight.I'm glad I picked Ironhack, first because I wanted to learn JS , second because they feel concerned about women in tech, and third because they really want to make the bootcamp a great experience and souvenir for you.Read Less",ironhack
"I really enjoyed my experience at Ironhack Paris. We did the class in a hybrid format due to covid-19 where the campus was open to students but all classes were virtual. I was impressed by the professionalism and the adaptability of the teaching staff... Read More , who managed to deliver a great experience despite de conditions.The curriculum is fast-paced, you will have to put in a lot of effort but it is worth it. You can see how much you've learned week after week and it is very valuable. I feel ready ton take on a UX job after the bootcamp.Read Less",ironhack
"Friendly environment with knowledgeable tutor, I cannot do it any better with online learning platforms.The 9 weeks is in fact 8 weeks comprised of 4 days intensive classes + labs and 1 day (in reality and the weekend) of project work. The final week... Read More was dedicated for the final project.The journey started long (dependent how you deal with deadlines/preparations) before the bootcamp with the introduction to git, python, sql and statistics. I highly recommend taking the time to absorb those information to form strong foundation for the upcoming challenge.Along the way, the supportive Ironhack team would check in to ensure you that the emotional rollercoaster is completely normal, I recommend speaking up with the rest of your class to share the experience, soon you will learn that you are not alone.The material covered are just deep enough to provide enough guidance for future work, let's be honest 8 weeks is a short time to cover everything. The most important is to deliver the mindset of questioning what is in front of you, and the toolkit and understanding to be able to do your own research faster.The projects and the subsequent presentation of your work is a valuable experience, however I was expecting to have one of the project to be teamed up with a company to provide some career network/progression for after the bootcamp.Overall, very happy with the learning experience, the career support could be a bit better for post bootcamp experience. After all, one of the top three reason for any one attending a bootcamp is to attain a career in the field.Read Less",ironhack
"I took the Data analyst course. The other students were nice overall, i had nice people experience. I think the teachers are also ok.The material is super outdated and very low level. They use materials from 2016-2017, some of them are not actual and... Read More many of the source materials are not available. Teachers upload missing data to google drive as they realize its missing, but we still use outdated stuff.Learning portals(Udemy, Coursera etc) vs IronhackLearning material: Learning portals: 10/10, very up to date, and huge selection.Ironhack: 3/10, outdated and the same for years without change. They don't even take effort to find out tasks, you have to do them.Price:Learning portals: 10/10 , from free, super cheapIronhack: 2/10, 7000$, can be much, much more at other bootcamp schoolsTeacher knowledge:Learning portals: 10/10, the greatest minds are sharing their knowledge.Ironhack 3/10: They definately are not stupid. And they do their best I'm assuming. But its not compareable.Hours included:Learning portals: as much as you wantIronhack: 400ish(half of them are 'standups' and 'games' which are not fun super useless and really do take a lot of time away).Actual hours put in:Learning portals: 2/10, usually people slack off because its free/cheap and there is no time limit.Ironhack: 7/10, as above, you pay and you want to get something for your money so you slack less.Paper for people with no PHD:Learning portals: 3/10, if you can actually do what is in your 'certifications', the sky is the limit. But just the certificate itself doesn't worth shit.Ironhack: 2/10, same as above, but since you can only learn less, you can't show up more.Career support:Learning portals: usually close to 0Ironhack: I did not attend this, i was disappointed enough in the 10 weeks. I don't expect anything big, the only 'alumni' they could get to talk to us as previous student was a super lowlvl job(the guy was cool though so no offense there).This could be said about all courses and bootcamps on the world, but from online courses you can get refunds super easily if you dont like something, so its easier to select out the trash. With bootcamps you pay thousands of dollars with no hope of a refund if its shit.TLDR: Overall experience:I'm not sure what I expected from this, I was new to the field and wanted to jump in somehow, just learning a few hours every now and then was not really effective. So in a way it was good, because I spent the time on learning, not on playing games etc. Also i did not have to work during the 10 week with full salary because of covid. So i only regret it halfsy.Don't do any bootcamps if you can sit down by yourself to study/read stuff. The only reason to pick a bootcamp is because you can't get yourself to sit down and learn. If you can, online learning is the way.Oh i almost forgot: Teachers, TAs and job supporters were many times late and cancelling appointments(during full lockdown, they were working from home but cancelled the hours!!)Read Less",ironhack
"I attended Ironhack Paris Web Development bootcamp, it was a great learning experience.The learning path is made to acquire concrete technical skills during 9 very intensive weeks.It was extremely rewarding to be able to already code all aspects of a... Read More web application at the end (we developped 3 projets during the bootcamp).It is perfect if you want to quickly kick-off your transition in that domain or ramp-up on those technologies. On the other hand, not being able to go really go deep on all topics to follow the courses flow was a bit frustrating. Bootcamp format gives you nice groundings to start your ramp-up, but keep in mind that a lot of work remain after to develop your expertise.There was a great spirit between classmates and with Ironhack team. Teachers were excellent and opened to suggestions.Read Less",ironhack
"This has been a very intense experience, and one I am extremely happy to have lived. The bootcamp provides an excellent learning environment, with amazing teachers, comprehensive learning materials, scrum daily meetings... You can take it without prior... Read More coding experience, but it does not hold your hand: you will get from it as much as you are willing to put in it. Expect long days of work, with some calmer ones and fun activities in between. The feeling of accomplishment you get when you see your own web apps online is just amazing. After the technical bootcamp there is a week they call careerhack where you will get some really good counseling on how to make the best out of your job search. Here too I found very good support materials and the coach was just excellent.I definitely recommend it, but clear your schedule for the next 10 weeks. This will become your life during that time.Read Less",ironhack
"Yes, the bootcamp is challenging. You make long hours and really need to invest everything you can. But, the rewards are great. You'll learn so much in a short amount of time. Not only about coding but also about pair programming, the professional world... Read More of development and projectmanagement. And I was very fortunate to have a great teacher with a lot of experience teaching remotely, making the remote-environment very enjoyable. I had high expectations coming in, but I can honestly say that Ironhack has surpassed them. One thing to keep in mind is that you will definitely not be done learning after Ironhack. Ironhack gives you all the tools and knowledge you need to get a very good start and possibly land a job as (Junior) Web Dev, but you will have to keep put in the effort and learn more yourself afterwards. But as this is also necessary for the job of web dev in general, that shouldn't surprise you or hold you back.Read Less",ironhack
"I have been a part time student at Ironhack Berlin, UX/UI design course from January 2020- until June 2020. I want to make a career change from cognitive psychology to UX Design. I chose the bootcamp for the course, but mostly for their promises in connecting... Read More us with companies, having fast track interviews. I hoped that this will make my transition smoother.During my class, Corona Pandemic hit which forced us to move all the classes online. Cons:- we had our teacher changed, as it was not meeting with the expectations of the course during the course, which made us lose classes and the part of UX Research for example for damaged as it was not the speciality of the teacher itself- we are done since one month and a half and we haven't had any fast track interviews, any connection with any companies, anything in terms of job search. We have paid 6000 euros only for an online course.- our career coach quite just before we started our Career week leaving us with no guidance or follow up.Conclusion: We haven't had any help with our job search and the communication with the management is very blurry and not at all transparent.Advantages:- Muri, the teacher that came afterwards was amazing and we learned a lot from it- The projects are very well structured.I am writing this review as I believe it is fair to know for what you are paying. When I entered the course I was not aware of this flaw and I feel that the Bootcamp itself is not worth the money they are asking.Read Less",ironhack
"I was a little bit reluctant to take the bootcamp on remote when the COVID19 pandemic started, I thought it wouldn't be the same experience on-site, but after the first week, I knew I had no idea what I was talking about. The classes are fast-paced, there... Read More is no time to take a deep breath and recap a lesson you don't remember, well at some point you will by actually coding. Don't worry, there are tons of labs to practice, and for some reason everything will make sense and you won't know why. LT's are coding rockstars that are always willing to help you achieve your goals. Staff is committed with your academic and professional path.Read Less",ironhack
The cons : Pricy or expensiveThe pros:Learn to use technology to work from the distanceSince then you do not feel by yourselfFeel part of a strong community Left on you the believe on yourself and none stop learning Intense but no waste more time that... Read More you need for achieve the knowledgeRead Less,ironhack
"Ok, lets start with the *Pros:-The fastest way to really learn the basics for web development.-Very effective way to switch career and land a job as a developer.-You will meet super interesting people.*Cons: -People with really 0 experience could find... Read More this Bootcamp a little challenging. (I highly recommend to previously take some courses in Free Code Camp, Codecademy, Udemy, etc. to really take advantage of the program and teachers)-You have to be commited with the Bootcamp AND NOTHING ELSE MORE for about 2 months.Read Less",ironhack
"The most intense 9 weeks of my life that led to me gaining a most valuable skill set, built on a great foundation while being supported by the best team in the world! Ironhack is fast-paced but information rich. I went in thinking i will definitely not... Read More learn anything because it’s so fast paced but 9 weeks down the line, I feel Empowered because I know so much and I know I am equiped to go work anywhere my skills as a fullstack developer is required.Read Less",ironhack
"My experience doing the Full Time Web Development bootcamp at Ironhack exceeded my expectations. I was a bit worried because of the COVID-19 situation, all the classes being transferred to remote, but it turned out to be amazingly more productive. It... Read More is very intense and fast paced, so have that in mind if you're looking to apply! Nonetheless, Ironhack's team really makes the whole experience worth it as they support you all the way and do their best to assist you every step of the way. The Syllabus is very complete and reflects a lot what the market is searching for at this time, which makes it easier to look for a job right after the bootcamp. Overall, I have definitely come a long way since I first started and I'd easily recommend Ironhack to other aspiring web developers!Read Less",ironhack
"At the beginning, I wasn't sure about joining the bootcamp (I even though about quiting after the first week), but it turned out the be one of the best decisions I've ever made. The Curriculum of the Data Analytics course is great and complete, it gives... Read More you more than the basics to follow a Data Science career. The professor and the teacher assistants are great and very helpful, I believe they are the main reason of the success of the D.A. course. I would love to come back as a web development student in the future!!Read Less",ironhack
"I got into coding because I thought automating the boring stuff with Python would help my social media manager duties, which it sure did, but this wasn't the only thing that happened while learning the basics of code. I found there was a whole world a... Read More didn't know about, a world where you can build anything with unlimited materials. Right then and there, I knew programming was going to be huge for me, so I started looking for coding schools, and as soon as I found Ironhack it just clicked. In just 9 weeks, I would learn in-demand job skills and have a shot at becoming a software developer? To be honest, at first, it sounded a little too good to be true, but I'm here to tell you it very much is. Ironhack was the one thing that truly helped find my passion for coding through raw knowledge, teamwork, and camaraderie. If I had to do a million times over, I would do it without blinking. Shoutout to the most awesome instructors and TAs in the world: Niko Tzikas, Juan Grajales, and Stefan Culafic (AKA Spuderman).Read Less",ironhack
"La principal característica a favor es el horario, ya que te permite trabajar y asistir al curso, otra característica es el temario ya que se encuentra actualizado para que al salir te encuentres identificado con el Mercado, por último, los ejercicios... Read More y proyectos están enfocados en aplicar lo aprendido en la clase y a lo largo del móduloRead Less",ironhack
"I'm glad with my experience in Ironhack, Starting off as someone that only understood basic html and css to building full scale websites using react js and mongoDB in less then 3 months should already tell you that this institution means business. The... Read More TA's here are truly one of a kind and very devoted to helping you understand what you're doing.Read Less",ironhack
