"Review","school"
"You still learn some things along the way of bootcamp, but don’t get an understanding of deeper concepts. Once you get to interview, you bump. Interview preparation is not covered at all. Job search support is a joke, they might mention referrals and... Read More will only give it to a few students (With a computer science background, for example). Of course, you can cover the gaps and learn yourself, but it takes time and gets expensive. The projects you built are never get reviewed, and it’s very hard to get support (not enough instructors). The lab times during the course are not supported by instructors, they just leave 4-5 students in the breakout room for hours, then if you say something, they say:  “You, guys need to problem-solve”, and a lot of times instructors don’t know the answers. Instructors seem overworked by the school (they are intelligent, hard-working professionals who caught up in the bad working environment and lack of training by the General Assembly). Very frustrating experience. If any questions you ask, the first thing you hear is google and come back in a day to us. So overall this intensive is overpriced and not well structured. They are not putting the students first. I would call this bootcamp is a money-making machine. Sadly, that’s the world we are living in.Read Less",general-assembly
"The best parts of this class were the instructors and classmates. Because of COVID I took this class online, but I would have preferred to have taken this class in person but that was obviously not possible. The instructors though did a really good job... Read More of keeping us engaged and motivated while still being in an online setting. In terms of the content, I would have like this class to have been longer and covered some areas in depth more. Specifically the SQL and Tableau parts could have been longer to learn more about these tools. This is a good introductory class, but still hard and requires a good amount of studying and dedication after hours to practice and learn the content.Read Less",general-assembly
"You learn a lot. The instructors are awesome and want you to succeed, but with only 12 weeks, 4 of which are devoted to just working on projects, they have to blast you with a fire hose of information. Upon graduating, I realized there was actually quite... Read More a bit that we simply didn't have time to really cover like data structures and algorithms. Yes, you will learn to develop software and write code, but the fundamentals of software engineering and computer science aren't covered because there simply isn't enough time.Read Less",general-assembly
"GA has a system and it gives reasoning as to why they are one of the biggest bootcamp companies across the world. They provide you with an aggressive but worthy program that will set you up for success. I cannot rage enough about the experience I had... Read More through my time in the Software Engineering Immersive Program. It was the toughest program I've done but one thing I can say for certain is I've never gone into a program and come out with so much knowledge and ability. The professors and TA's here area amazing as well, they give you a reason to walk away, they empower you to keep going and that's what made the biggest difference for me. A bootcamp isn't for everyone but if you're up for the challenge then GA is the place to go.Read Less",general-assembly
"The Data Analyst Remote course was great for me. I had no prior experience with the tools we went over during the course. The course content consisted of Excel, SQL and Tableau. The flow of the class was great. First the instructor presented what each... Read More tool could do. Then we started with the basics, next we did practice in break out groups and then we were given the opportunity to practice. The teacher team was always available to help us. We were groomed to the point of presenting solutions to real life business questions that an employers would ask you to look into as a Data Analyst.Read Less",general-assembly
"Don't get me wrong, I learned A LOT, but $15,500 is so much money. I'm not sure if it was worth it because I don't have a job yet.  I know I could have taught myself all of the curriculum, but to be honest, that would be difficult and take me much longer... Read More than the 12 week program.Read Less",general-assembly
"Pros are that the instructors are great and very supportive (everyone in my cohort was also very supportive towards each other), there are so many helpful resources, and it's taught in such a way that really helps you learn the material. I don't necessarily... Read More have any cons other than that it is a bit overwhelming, but hey, I enjoy the challenge.Read Less",general-assembly
"Wow, it is really the best academy with full of humble staff members and best instructors who teaches in way you can understand ,who encourages you through out the program.Now I am confident thanks to GA I can do anything in SE field. -you do project... Read More almost everyday - you present it -you do team projects everyday  -you got help from instructors through out the week All in all i just want to say thanks to GA and God Bless to all instructors, i will definitely recommend to my community.Read Less",general-assembly
"Earlier this year I decided to make a career transition from architecture to UX/UI design and General Assembly quickly became my number one choice for education, and that was a really great decision. I enrolled in the UX Design Immersive course at GA,... Read More a 12 week deep dive into the UX process and I was blown away by how much I learned. We learned about the entire UX process from a high level in the first week and immediately began implementing our new knowledge and building upon it with practical projects that mirrored real life UX work. In total we worked on the entire UX process 5 times in 12 weeks, producing amazing portfolio pieces. We worked in teams to build our communication and collaboration skills and the opportunities at GA allowed us to work with real clients for our final project. This was such a valuable opportunity and its one that, to my knowledge, is unique to GA. Not only did I learn a lot of hard skills that are valuable, but I also learned a lot soft skills and was given tons of support in the job seeking process. GA's outcomes program is rigorous but incredibly supportive. Just a week after graduating from UXDI I have been given way more support in my career development than in the four years that I was in college. All in all, General Assembly runs an incredible educational platform, and their passion for supporting their students make a meaningful switch into a new career is obvious. Give General Assembly a chance and you won't be disappointed.Read Less",general-assembly
"I'll keep this short and simple. The program is hard. The saying ""You get what you put into it"" rings true in every way. You'll need to understand that the majority of your time in the program and even after class will be dedicated to learning. I would... Read More recommend taking free courses that cover the material found in the curriculum before start to give yourself a head start. You're given an assessment to take before hand, but keep in mind that this is meant to gauge whether or not you'll be a good fit for the program and while you may pass, there's a chance you aren't entirely ready. My one complain about the program is that it's directed at anyone despite their familiarity with programming. The instructors do an amazing job, but anyone learning from scratch is going to have a hard time. To sum it up, I would wholeheartedly recommend GA SEI to anyone who wants to learn programming, but brace yourself for a pretty wild ride.Read Less",general-assembly
"This program is perfect for someone looking to go into web design. You will learn how to use Figma and Photoshop, along with other design programs. You will explore color theory, font, typography, interactive states, design layout, and so much more. Brockett,... Read More the instructor, creates and inclusive and supportive environment. She was so understanding and flexible. The students in the class were all like-minded individuals who inspired me with their own work and constructive criticism. I was a teacher who wanted to get into a different career. By taking this class I believe I will finally be able to make that switch.Read Less",general-assembly
"I attended the GA Software Engineering Immersive bootcamp during the pandemic so it was completely virtual. Even with it being virtual, I had such an amazing experience! It is very intense, but any time I was really struggling, a staff member was actively... Read More reaching out to me, helping get back on my feet, and making sure I was moving forward! I am so grateful for the GA staff as well as my amazing cohort!Read Less",general-assembly
"I think overall the experience I had at General Assembly was okay. I think the instructor was inviting and knowledgeable and the material was up to date. My only problem, as I'm sure many others might feel, is that there's this appearance that they will... Read More help you get a job once you complete the course. I believe many people go in and take this course, hoping for help and they don't get it. I think they should avoid implying that their courses will get you a new role and keep it as honest as possible. If you lost a job and worked hard to pay for this, only to find out that it wont really help them get connected, it's disappointing.Read Less",general-assembly
"The course felt like it breezed by at times but if you take the time to review the material and seek out help along with their available resources, then you will succeed. Overall, you learn the fundamentals then move on to some of the heartier and recent... Read More frameworks and languages such as React, MongoDB and Express. You learn how to use the command line interface to help with connecting local and remote repositories. Very useful and fun at times.Read Less",general-assembly
"I knew that I wanted to take a UX Design program and after doing a lot of research, it turned out that General Assembly was the best program on the market. I spoke with students who had taken the course prior and they all had great things to say about... Read More it. I took the full-time program in D.C. and my instructors were very intelligent. We worked with real-clients to solve actual problems with their websites. I was able to refine my research and strategy skills, while also building up my UX and visual design skills. I recommend this program for anyone trying to break into the Design field that has a background in sales/marketing/etc. just like me! I was able to land a job right out of the program, but the team works with you for as long as you need if you don't find something a job during the course.Read Less",general-assembly
"I attended their immersive a few months ago and I would discourage everyone from attending this school at any of their locations. Why? The course material is very mediocre and covers only basic development tools; it is mainly because they accept anyone... Read More without any prior screening. So students who are really serious and motivated about being a coder have to work at slow pace with outdated material. The teacher to student ratio is bad too like sometimes there will only be two teachers left to handle a group of 25-30 students and that’s why teachers leave mid way because of added burden. The career guidance and confidence building is practically nil and so many students leave GA feeling less capable of being a coder. What I have felt there is that they are not very industry focused coz they don’t know much about the job market. Their service agreement is not up to the mark too and even if you somehow end up getting a job, it will be a part time work with less than average pay. Moreover, there is no training or support as to how to approach companies or handle real time programming challenges. Nothing is explained in a proper manner and group assignments are a joke too, they promise so many things when you join like they will get you a job, make you successful etc but I was jobless for 5 months after completing their course (which I badly wanted to leave in between but still somehow finished due to some of my batch mates who became good friends) You know what’s worse? You pay a huge amount to become a coder but here they just teach you how to copy and paste and not how to think like a programmer. This was the most unprofessional place I have ever seen because teachers were never helpful and never helped anyone solve real problems. My honest opinion? If you are planning to join General Assembly, don’t! You would just waste your money. Instead, invest in a place that focuses on overall student development and train them well to become successful even if that place charges a little much.Read Less",general-assembly
"I was nervous starting a class I had no knowledge of to begin with. After the first class, I felt comfortable because the instructors were approachable, friendly and I knew that if I needed their help, they'd be there. And they were! I'm a slow learner... Read More so each class was VERY fast paced and sometimes very hard to keep up with. But I understood the concepts. It was putting them into practice that made it a challenge. But with practice, I started to feel more confident. It helped that each class was recorded so that I could go back and re-watch the class. I was able to understand it better the 2nd time around sometimes. Carlos (the instructor) was very patient, kind and super encouraging with my final project. I definitely learned alot from Day 1 and now have knowledge on how to build a functioning website from the ground up!Read Less",general-assembly
"The pros are that the instructors provided us with slides of lectures explaining certain concepts of UX so we can look back on them if we need clarification. I can also message the instructors at a moments notice if I need to ask questions on certain... Read More topics discussed that I need more understanding. The cons are that since it was distant learning, there were instances where recording was disrupted for several minutes and therefore miss certain topics.Read Less",general-assembly
"Going into the bootcamp from a remote environment, I had the mindset that it would be both overwhelming and difficult to make friends. While the remote experience was a little strange at first, it became very comfortable as the class continued on. The... Read More classes were run well with little to no technical difficulties, and I found it easy to create a regimen around the class that helped me balance the classwork with life in general. Yes, at times it was stressful, but there are a number of resources available (including your soon to be classmates/friends) that will help you progress. Taking breaks and doing things outside of coding is a big part of bouncing back. Since many projects were group projects, it was easy to get to know some folks in my class right away! My cohort was fairly large and consisted of many outgoing characters who I began to cherish the more I worked with them. GA is one of the most rewarding experiences I've had in my life and I hope that anyone who is interested in a boot camp strongly considers GA for their experience as well.Read Less",general-assembly
"I enjoyed the online course at General Assembly. It was a wonderful learning experience, where I have learned a lot of data analytics skills. I feel this is a valuable course and allows me to grasp how data analytics can be. I certainly have much more... Read More to learn in this field and look forward to doing so.Read Less",general-assembly
"Before taking this course you will need to take into consideration your motivation towards taking a digital course regarding product management, if your motivation is towards a career change or improve your knowledge in your current role I will hardly... Read More recommend it! As far as content, time value, networking and overall experience is a great choice! I have the feeling to have an immediate ROI once I finished the course. If I have to mention any cons I will say that I’ve missed a little part of the technical side of the role; however, this is a very grey area in this role as you don’t really need technical knowledge to be a good PM but good listening and tech communication!Read Less",general-assembly
"This review comes from during the Coronavirus time. So everything was shift to remote lectures via Zoom. Pros: - The content covered during the course has a really wide breath to it which allowed someone new like myself to get a taste of a lot of aspects... Read More of Data Science- Focusing only on Python and not between Python and R was a good choice for GA. It allowed us to specialize in one aspect rather than being average at bothCons: - Instructor should not have been allowed to teach: audible signs during every lecture when asked questions, to repeat something or progressing during a long lecture- Little to no feedback on projects. If projects were completed, even if it's ""correct"" providing feedback such as ""this was good code"" or ""you could improve this process by doing X, Y and Z would have been great but none of that occurred. - They put someone to instruct a Data Science course who has never taught before nor did they ever have to explain concepts before to someone. He just had work experience in Data Science and a master's in computer science. Just because you know it does not mean you can teach it. -Instructor was not prepared to teach online, not at all. -Unable to understand instructor -Hesitant to ask questions for all of the aforementioned issues. Would receive aid in either the flat out answer which is really not helpful or attempts at explaining it again but unable to properly break down concepts into a more digestible manner. -Self teaching is very big during a bootcamp and I understand that. But it would not be to the point that I would have to watch another 1-2 hour lecture on YouTube of someone explain the EXACT same thing to me again. The 480 hours of work for this course, at least for me ended up being probably 700 because of this. Not pros or cons but just really disappointing: - Required to pay full price for the course even though it was all online, no guest speakers(Unless you miss lecture to attend. If you miss 3 days, you are removed from the course. So either be removed or be left behind for missing a lecture) and no networking events. Still full price. Honest opinion: If you want the certificate saying you did, $14,000 is a lot but it's what you'll get. Other avenues such as self teaching or other bootcamps such as Lighthouse or Metis would be far better.Read Less",general-assembly
"The data science program I took at GA is very good in quality with a technically well-equipped instructor in research and education. At the end of this program, I can confidently tackle several data science issues as well as the tools needed to solve... Read More complex problems.Read Less",general-assembly
""" Do you think it's worth it?"" my answer to this question is "" I feel like I am a UX designer now lol""pro:instructors are supportive and funnycareer coach covers everything from resume, Linkedin, interview and negotiationpeople in the bootcamp are motivated... Read More because we paid a lot lolcon:no access to classroom, but I got more sleepno access to cakes at graduation meeting, but I got to watch my drama with ice cream right awayno access to whiteboard challenge, but we practice it virtually togetherRead Less",general-assembly
"The course was great overall, instructor was very good and helpful. Learned a lot. However it's been months now and no one in our bootcamp has received a certificate of completion even when we have asked several times. Beware, once the course is completed... Read More don't expect any evidence of actually completing it :(Read Less",general-assembly
"Pros: - I took the online course and did not feel like I missed anything from the classroom experience - Great course material! Detailed without being overwhelming. - Great Classroom environment! Taking a live course with other engaged students in similar... Read More yet divers situations to your own is invaluable. I learned so much from the problems, questions, and experiences of other students. - Build in Network! I now feel like I have a built in network via my cohort of people to collaborate , and share experiences with as we enter the job market. Cons: - Can be difficult to create those more personal connections online, but not impossible. I still managed to come out of it with people I would call friends even though we have only interacted online. - Instruction quality, while overall quite good, was a little mixed. While material was almost always solid, some instructors where far better than others in lecture delivery. Overall, however, all the instructors where engaged and invested in our success.Read Less",general-assembly
"Pros - The GA community is wonderful. You get it done in 3 months. You have a good base to jump off of when it comes to coding languages. Cons - You don't dive into each language as deeply as I'd like to. It's incredibly overwhelming. I personally really... Read More regret not taking the 6 month part time course because it would have given me more time to dive into each language more. In this course, you had no time to really add any supplemental learning. I don't feel confident in my abilities at allRead Less",general-assembly
"I took General Assembly's Software Engineering Immersive course, did extremely well and was super confident in my results. Now 4 months and hundreds of applications later, I haven't so much as had an interview. Don't waste your time it won't get you a... Read More job.Read Less",general-assembly
"Such a fun and interactive way to learn Front-End Web Development. The instructors were passionate about the course and gave so much great feedback. They really went above and beyond by offering advanced study, career support, and so much help. The curriculum... Read More was amazing - so much hands-on practice inside and outside of class. I now feel confident in my abilities to create dynamic and responsive websites.Read Less",general-assembly
"pros: - gives you enough to feel comfortable building anythingcons: - fluffs around on basic stuff for like 4 weeks, so if you are already comfortable programming for say data or maths, or other , then you will feel like you have a lot of wasted time... Read More at the startRead Less",general-assembly
"I was torn between the General Assembly Software Engineering Immersive and Lambda school when I was looking at bootcamp options. One of the things that really made the difference for me was knowing that the General Assembly's outcomes program got great... Read More results when it came to helping bootcamp graduates find new employment after all the coursework was over.I come from a background where I had some experience in web development, but I knew I'd need to shore up some of my weaker points to be a more competitive candidate when looking at new jobs. General Assembly did an amazing job preparing me to work remotely, learn new technologies at an aggressive pace, and understand more comprehensively the work and art of software engineering - I'd absolutely recommend this bootcamp for anyone - for people who've never written a line of code, up to junior developers looking to kickstart their experience and get up to speed with modern technology stacks quickly!Moreover, the outcomes program is a wonderful resource, and they will empower you to take charge of your job search and find the role that's perfect for you.Read Less",general-assembly
"Expensive program -- didn't learn much and wasn't really able to apply concepts forward into my job. Curriculum is good, but delivery leaves a lot to be desired. It either needs to be extended over a longer time period, etc., find better instructors,... Read More find better ways to instruct the content, etc. Was all in all pretty disappointed.Read Less",general-assembly
"Everything written into the SEI program curriculum on their website was covered during the program. Pros: - Super nice community, very accommodating, very centered on student wellbeing - organized. Class schedule always updated, easily go back to lessons... Read More from previous days. All classes recorded for later review as well. - huge alumni network and hiring partners - lots of group work to practice pair programming and team collaboration Cons - sometimes possibly too surface level with lessons, but this course is intended to be suitable for super beginners so I understand - “outcomes” Portion of the program could be more robust in the first 3 or 4 weeks. I felt the lessons weren’t as useful for adults who had been in the workforce for 5 years or moreRead Less",general-assembly
After being in the product management seat for 5 years without any proper training this course really opened my eyes on what I could be doing with my role. Shortly after the course I started to network and got a new position that would fully let me use... Read More my new founded knowledge to my full potential.Read Less,general-assembly
"During the peak of COVID, I was unceremoniously let go from my employer of an IT consulting company (5 years). In a specialized, utility-type, team player role, I knew I required some formal background training in UX/UI in order to have future employers... Read More take me seriously. I immediately enrolled in the first available GA UXD course as a part time student. I was excited my first week, learning and connecting the dots from my previous employer's activities, to the classes' research and design steps. For me it was extremely helpful already being exposed in the field already, so I got to see how things played out in a real scenario. It was almost like reading a book, backwards. My instructors, Mark &amp; Nikki were knowledgeable and and always available for questions and comments. Mark has a great teaching style, injecting his current experience and humor into all classes. I believe they did a great job of pivoting to the unanticipated online course version learning (versus in-class), on the fly due to the COVID restrictions.Read Less",general-assembly
"The course was very interesting and with the right amount of depth for someone with some experience but looking to formalize his skills.My course was completely online due to covid 19 global pandemic.All classes started on time and lasted around 2h.Dave... Read More and Pam (my instructors) were super helpful throughout the course and were extremely capable in transmitting their knowledge, tip and tricks to us.I had to do a mid term presentation and a final presentation (week 5 and week 10). I didn't get a mark but i the instructors judged the content of the work and presentations using some categories and giving a pass/fail, plus a comment for each category and an overall comment at the end.Read Less",general-assembly
"The course allows you to have clear practical and challenging teaching experience in how to use machine learning. In addition, the instructors are super competent and committed and share their professional background experience in the field.If there would... Read More be any point of improvement, would be related to the technologies used, since the instructors are mostly proficient in using Mac instead of Windows, making ""extra-homework"" to resolve some of the quirks - but is not something major.Overall, the course for the duration is super complete, with relevant materials relevant academically and professionally wise.Read Less",general-assembly
The course from start to finish was interacting and full of challenges. With the support from both instructors - which felt more like friends by the end of the course. The course content is engaging and always reinforcing both new and previously covered... Read More techniques/information during lessons and outside with the use of optional homework. The course finishes with a final project of your choosing (again optional) that you can show off and also use towards your own portfolio. I would highly recommend this course if you are looking to get into front end developing as it is a great stepping stone towards getting into the sector!Read Less,general-assembly
"I did a part time 10 week Data Science Course with GA. You do need to have basic understanding of python (pandas, numpy and matplotlib) and algebra in order to keep up with the course syllabus. The course is fast paced and you would get to learn supervised... Read More machine learning algorithms and by the end of should be able to use those algorithms to predict data. I didn't know algebra well enough and that bit of the course was hard for me, but at the end, my project was on stock prediction using LSTM (model that we didn't go over in the class but did touch on a similar model called ARIMA). The teachers are approachable and do help out with advice and suggestions. They do work as Data Scientists so they would tell you what is important to know and what isn't. In short, if you want to do this course brush on your python and algebra, do the prep work that they send and be prepared to spend some time on weekends reading up on things and doing the homework and additional tasks. By the end of the course you should have enough knowledge to start as junior data scientists.Read Less",general-assembly
"I completed a UX course in 2019, and I wouldn't recommend GA UX immersive to anyone unless you just have free time and extra cash to spend. I'm writing this review for someone like I used to be, so they do not repeat my mistake.I'm not coming from a design... Read More background but I do have a college degree, customer experience, sales, and marketing experience for over 5 years. What I liked: some teachers were interesting and smart, I enjoyed their personalities. WeWork space and free coffee perks. And this is about it. I would love to say I liked my fellow students, but because we were competition most of them were cold, selfish, and aggressive.While I'm grateful to my teachers for what they were able to expose me to, I have to be honest by leaving this review. If I had read an honest review I would have never taken the boot camp.The structure of the learning material is horrible. It is mostly presented in small slides with jokes that are articles you can find yourself online and lots of games, ""exercises"". Please spare yourself money and time and play with people by attending meetups. They barely teach you any tools you will need to become a UX designer but throw it on you and you have to ""figure it out yourself"". Practically no help.Too many students. I complained about it from the start when I was promised 15-18 people at max and ended up with 25. Imagine how impersonal it was. And while I appreciate the teaching strategy to listen to everyone who has questions, 25 students asking questions (and some of them are ""that personality"" of asking every dumb question they can think of) took most of the time out of the day. Coffee breaks every 1-2 hours that will take sometimes up to 30 mins means your day is basically a 4-5 hour-day. Let me say it this way, I spent money and quit my job to learn, not to enjoy coffee breaks. While I would love it as a kid at elementary school, as an adult that was unacceptable on how much ""free time"" we were given.Out of a 10-week course, the last 3 weeks are team projects, that I consider unfair, again, to pay money so I can have zero teachings but work on my own. That could have been after boot camp is over. Not enough knowledge to swim by only having 7 weeks to learn the profession.Career coach. While I enjoyed the personality of my career coach and think she is great, 15 mins each time just wasn't enough. Yes, 15 mins are all you get. The first 5 mins remind her about who you are and what you are trying to achieve and the 10 mins left are just a joke. We only had 2 coaches, not enough.No opportunities or assistance provided. Took me 7 months to get my job, and I never had even 1 interview opportunity from GA. All the mixers, career fairs, etc. have barely any employers that are hiring. It's a joke really, so many alumni and no job opportunities whatsoever. Same as their online job hunting channel - there are barely any jobs posted, only spam and sometimes they just copy links from LinkedIn that are visible for anyone.They will tell you to ""Network"" - their favorite word because they know you can't get a job with your skills because you barely have any. Honestly, I was embarrassed after a couple of meetups with real professionals tired of ""vulture"" boot campers trying to have a coffee date with them to get a job. This is pathetic. No one will ""give"" you a job unless it's your friend or family.Too expensive. For so many students in the same room, you can hire a personal tutor that will give you much more knowledge. Think about it! They don't teach you anything about the latest technologies that you can't find online. When I graduated and I continued learning on my own for 7 months and I finally got my first paid project. I realized that I was not taught anything that is very important nowadays like responsive design, ADA compliance, how to work with developers, and technical tools that are vital to successfully performing a job.Portfolio. Yes, they promise you will have 3 projects in your portfolio that will help you to find a job. Guess what - 25 students will have almost the same portfolio and will be at the same time on the market along with at least half the students from the previous class hunting with the same techniques. You will look like another newbie for recruiters and now there are too many of them. Also, they don't help you with portfolio, they only show you other people's portfolios and you will only have 1 project when you graduate, so everything else will happen after. Finally, I got my job, because 7 months I spent learning, reading books, practicing tools. Submitting 250 applications didn't do anything. I got my job because I learned and tried a different approach, which was not networking. Save your money for rent and food while you will be self-teaching instead of paying a company that produces the same graduates over and over so they can make money. You're already considering changing career, you're already strong enough to do it, you don't need to get stuck with a loan like I did and realize what a mistake GA was.Read Less",general-assembly
"Loved the course and the instructor. What i learned during the course will really help dress up my skill set. Introduced me to things i wasnt aware existed. Would suggest the course to anyone looking to expand their skillset. Was full of great, new coding... Read More and offered insight and alternatives for practice etc.Read Less",general-assembly
"Joana was a fantastic instructor! If you are a novice to code, data and visualisation then you are without a doubt in safe hands. Joana was great at teaching complex concepts in a clear and concise way and got you coding from day 1! Help is there when... Read More you need it, you meet some great people and have the freedom to explore your own interests to roll into your own personal data project. General Assembly did not have to compromise on quality by teaching the course remotely. Ellen from the bookings team gave great professional advice on any queries I had and is so friendly! Overall, I was blown away by how incredible the learning experience was at General Assembly! I am already looking to book my next course!Read Less",general-assembly
"After doing thorough research on the options available to take my data analytics skill-set to the next level I came across the General Assembly Data Analytics course. Choosing it was an easy decision as the material it covered would take someone from... Read More having little understanding of structured Data Analysis to being an every Data Analyst. The part-time course was held over 5 weeks which was just enough time to cover all the material without interfering with my usual daily job. The material itself consist of a structured Data Analytics framework that helps to make any data analysis robust and hypothesis driven. From mastering data wrangling via Microsoft Excel, to database analysis using SQL, to finally being able the create data visualisation via the excellent Tableau software, the course covered enough to leave me confident that I could provide advanced hypothesis driven analytics in my current job. Overall, I would happily recommend this course to anyone looking to put structure behind their Data Analysis and take it to the next level. You wouldn't be making the wrong decision.Read Less",general-assembly
