"Review","school"
"As the title says, Holy smokes!Before I begin my review, I want to give a shout out to my academic success manager Cali. She has been absolutely awesome through my whole time through the program. She is quick to reply to emails or slack messages and she... Read More reached for me when I had no idea how to. Second shout is to Victor, who was my mentor during the program, and has taught me a lot. He pushed me to really think about naming conventions (functions, classes). I enjoyed our talks and helped me become a better programmer.In terms of the actual program. There are bits and pieces where there is some dry reading. Hopefully they change that or implement some video series to break it up. Overall though, all the information you need to get into the tech industry is there, I have learned so much in the last few months. I would honestly referer someone to Thinkful if they were considering coding. The ""go at your own pace"" really worked well for me and my schedule since it can be unpredictable and it allowed for my dog to not interrupt me during class times. Overall, One of the best schooling experiences I have ever had. If you are willing to work with them, they will work with you and your needs.Read Less",thinkful
"I dropped out the Thinkful Data Science Flex program after 20 days. and I was charged of $1745USD. I was amazed at the low quality of learning content. It even doesn't make sense in the context of the article it presents. Also, there is no video at all... Read More which is really boring and the way of conveying concepts pretty slow.Read Less",thinkful
"Hi Everyone its my first time review so bear with meCurrently Thinkful has different programs I will be talking about Data Science Program. They are saying they provide you outstanding curriculum , industry levels mentors, is not enough ? they have also... Read More provie Q/A sessions or workshops.....1-) At first glance curriculum is good, and especially if you have no idea what data science you will feel like man i am learning but the truth is ifyou want to learn data science anywhere Kaggle, Youtube , CourseErea, Mit .... they have more information, SO WHAT AM TRYING TO SAY ....curriculum is lack of academic knowledge, and some parts are not clear, and even you ask your mentor mentors have no idea 2-) Mentor ship : Thats is something great having someone in the field and expert is supporting you twice in a week ... But the problem lots of mentors they dont really work for Thikfull, theyre are part time, and TRUST ME . THEY DO NOT SHOW UP, and you can change your mentor , even the new one can be worse than your old mentor , its about your luck 3-) Q/A session where student ask expertise in CERTAIN SUBJECT, i have experience couple time they dont show up, and even one time i had to ended up helping another student 4-)Workshop same as QA , if you expecting something big i am sorry to say to you , DO NOT, I attended one it was 90 minutes the guy was talking how his life was before, and what he did to get a job, .... hold on a second this was SQL session ....and after some time he show the student SELECT * FROM Table; it was perfect workshop i would never forget ....5-)Program Manager (PM) this person is in the charge ,you can reach to them any time they say you wan to change your mentor go to Pm , you have question related to curriculum go to PM , financial question go to Pm , I mean is the hub connection point , only thing they can do it for your SORRY FOR YOU EXPERIENCE LET ME TALK TO ACADEMIC MANAGER TEAM , OR LET ME TALK TO THEIR MANAGER ...that is the answer you will get from them so do not do like me , try to search and do not believe 5 start rating , and job guarantee option, trust me, they are lack in academic curriculum , lack in having mentor support...I would give them --5nRead Less",thinkful
"I just completed Thinkful's Engineering Immersion 5-month apprenticeship/bootcamp (today!). It was an incredible experience and exceeded my expectations. Prior to starting with Thinkful, I had completed another coding bootcamp that was for front-end development.... Read More That bootcamp was about 80% reading material, 10% watching videos, and 10% actually coding. My comfort level, if someone had asked me to sit down and code -anything-, would have been about 15% confidence that I could do it.I found Thinkful and started looking into their Full Stack program (Engineering Immersion). Immediately what stood out to me was that it was a structured program with live instruction/instructors, TAs, and mentors. The structure was also based on collaborative programming and embracing a growth mindset. Before being admitted to the program, a three-week prep course was required and a technical evaluation. I was shocked that the 3 week prep course covered nearly everything that my previous bootcamp had taken months to do. It was a good refresher for me, but I was also very thankful that I had some JavaScript background since this prep course was so intense. The program itself was highly rigorous and very time intensive. I graduated on-time and received nearly perfect scores on my graded assessments - but that required me to put in about 60+ hours a week doing my assignments and readings, practicing the parts I didn't understand, and putting extra effort into my capstones. But it was completely worth it!In my opinion, one of the most successful parts of Thinkful's program is their use of paired programming. Now, at the end of the course, I am graduating with well over 500 hours of paired programming experience. Not only is that one way I was able to get such a deep understanding of what I was learning, but it also helped hone my collaboration skills in the context of a development environment. Paired programming helped me learn from and teach many different styles, attitudes, and personalities - which I feel like is invaluable. The technical interviews at the end of each section were also a huge highlight. It helped me take everything I was learning and synthesize it into words. It has prepared me for the job search and given me an extra confidence boost that I can answer those questions. The capstone projects were an eye-opening experience. They really gave me that vote of confidence that I could actually DO what I was learning. And that was only possible because every single day I was coding with a pair. Not reading, not watching videos, or watching someone else code. I was in the thick of it, sharing my screen, working with another human, trying to understand and solve problems. When it came time to put all of that knowledge together and do the capstone projects, I was ready and excited!Thinkful has very few flaws, in my opinion, and has been an incredible experience. One flaw that I ran into was the use of Mentors. I have talked to many of my cohort members that have had incredible experiences with their mentors, but unfortnately my experience was very lack luster and a waste of time. I look forward to Thinkful giving mentors a little more structure so that when students need help, they can get it. However, the TAs that were available every afternoon were INVALUABLE. The amount of time they would take to explain a concept - even using props, playing cards, drawings, etc to help illustrate a hard concept - was truly amazing. So many of my successes were built off of a TA taking the time to work with me when the concept was first presented. All in all, I would recommend Thinkful to anyone who has a strong work ethic, who has that drive to reach their goals, and has the time to commit to the program. I would recommend doing some free coding/JavaScript lessons so you don't feel like your feet have been swept out from under you when the prep course comes along. Along with many things in life, the program is what you put into it. And if you put in 100%, you'll get an incredible education experience with job-ready skills.Read Less",thinkful
"My prior skill level:None. I have a BA in History and an M.Ed in Special Education. The closest I had come to coding were the kids coding challenges on code.org.Why I chose this program:I used Course Report to review several boot camps and decided on... Read More Thinkful because of its price compared to others and its job guarantee. The deal is that if you don't find a job within 6 months, you'll get a refund. When reading the fine print, I found that you have to meet a lot of requirements in order to qualify for the refund, such as make 8 phone calls and apply 2 places a week (or something like that). I was okay with that though, because I know that's what it takes to find a job in a new field. It's a good incentive to keep pushing. I also found out that if you finish before the 6 months are up, you can get a prorated refund for the time you didn't use. I wanted to take advantage of that, but the program did take me a full 6 months (and then some extra).Why you should choose this program:The most valuable part of the program is the mentor pairing. I met with my mentor twice a week for 45 minutes each session. That is the accountability I needed to go through a self-paced program. I feel this is much better accountability than assignment due dates like in academia. Any problems I had with an assignment, I knew I would be talking through them with my mentor soon. Other boot camps didn't seem to offer this level of partnership.Curriculum:I don't know how the curriculum compares to other programs, but I can comment on the pedogogy. One of the most difficult aspects of any curriculum is creating a Transfer of Knowledge. This means being able to apply your newly learned skill to a new situation. Many of the Thinkful assignments require replicating a process with a different dataset - much like how Math is taught. The problem with this is that if there is any difference between what you have learned and what you are asked to do, you could get stuck and become frustrated. At times, I found myself copying and pasting Python code from the lessons in order to complete an assignment without understanding what was happening. While I know this is part of the learning curve, it did affect my final capstone when I couldn't understand why the code I copied and pasted from Stack Overflow wasn't working. I wasn't able to transfer what I learned in the program to new pieces of code. It seems like this is a problem for coding in general, given how much copy-and-paste-code there is in Stack Overflow. It's only if you're lucky that someone explains their code step-by-step, which enables you to understand where in the process you went wrong. This is something you should keep in mind regardless of what boot camp you choose. Job Placement:I just started the ""Career Services"" part of the program this week, so I can't comment on that. I haven't found a job in the field yet.Read Less",thinkful
"My experience with Thinkful was the single worst educational and customer service experience of my life - which is saying a lot. The online curriculum is definitely subpar and there are no explanatory videos or live sessions as there are with other bootcamps.... Read MoreThe program provides you with bi-weekly mentor sessions to answer any questions your may have and to guide your progress. I went through 5 mentors - FIVE. 4 of whom 'ghosted' me and did not show up for our scheduled sessions. The other one chain smoked and made inappropriate comments throughout the duration of our sessions.Most of the mentors commented on how poorly structured the program was and how there were better bootcamp programs available. One mentor even said that it would be difficult to find a job without knowing Redux which was removed from the course material. I ended up withdrawing from the program after the fifth mentor called minutes before our scheduled session and said she was 'too busy' to be my mentor anymore. After this incident I did not receive a reply from anyone at Thinkful for 1 week. At this point I was months behind due to these administrative issues and had lost any learning and progress flow. I had fallen completely stagnant. Ultimately, there are so many choices for programs both online and in-person. I really do not want anyone to have to go through what I went through. If you commit to this program there is a strong possibility you will experience enormous delays and that you will be on your own with any problems you experience. Other programs may seem more difficult and less flexible in terms of schedule but it is well worth inconvenience for a comprehensive experience.Read Less",thinkful
"I just finished Thinkful's Engineering Immersion full-time program. I went from minimal/no programming experience to building full-stack (frontend, backend, database) in less than 6 months. It was equal parts exciting, difficult, rewarding, and exhausting.... Read MoreNot for the faint of heart, but a great way get into web development. I put in an average of 60~70 hrs of work per week.I would recommend studying a bit of JavaScript and SQL on FreeCodeCamp to give yourself a bit more time to digest the material.Read Less",thinkful
Pros: - Well-rounded curriculum. - Deep discussions of topics are available. - Very active online communityCons:- The local community could be more organized and activated. - More structure around the capstone projects would be useful - More active mentor... Read More supervision is needed.Read Less,thinkful
"-Pros -It will provide you with good and updated material to get your skills sharp on the language that they are teaching you. It is fast paced, it will make time fly and you will be learning a lot really fast. It will challenge yourself as a professional,... Read More and you will understand the meaning of ""detail oriented'. -Cons-- Why didn't I start this program earlier? - I ask myself this question almost everyday. It may seem overwhelming at the beginning but trust me they will provide you with the tools for your success. Understand that this boot camp is what its name means, it will require of your time to sit down and put the hours in. I currently have a full time job, my afternoons and evenings I have to dedicate to the program in order to stay on meeting my dates.Read Less",thinkful
"Note: My experience was with Thinkful's Engineering Immersion program. There are several tracks within Thinkful, and each is structured slightly differently. Deciding to join a boot camp is a very nerve-wracking decision. For me, it was a total career... Read More change, so I wanted to minimize my risk as much as possible. I decided to go with Thinkful after seeing that they regularly post their job placement rates online and that they have a job placement guarantee. The actual program ended up being extremely challenging. I put in anywhere from 40-70 hours a week, depending on that week's content. The material is challenging, but the pace felt spot on for what I wanted to get out of it. During the program I always felt pushed, a little overwhelmed at times. As a result, I left the program feeling like my skills were good enough to not only land a job, but to be comfortable in a new role. For the Engineering Immersion program you'll meet with an instructor twice a day to go over the day's material and check in on everyone's progress. Then, you'll pair program with another student until the end of the day. There is always support from the instructors and from mentors. On a typical day, we could have someone helping us within 5-10 minutes if we really got stuck on a tricky concept. Having that support meant that I never felt like I was wasting my time. Twice a week you'll meet with your mentor to go over anything that you feel like you need help with. Finally, after the course is complete, you'll be assigned a career coach to help you navigate finding that first job. For me, landing that first gig took just under two months from graduation. Thinkful is a challenging, rigorous program. If you're looking to skate through with minimal effort and start applying to jobs, this probably isn't the program for you. If you're looking to build solid foundational skills and put in the time to learn, then Thinkful has the right resources to help you succed.Read Less",thinkful
"I’m just beginning to finish up my Fundamentals Modules for the Product design Track on Thinkful and so far I’m super impressed. I left my full full time job to pursue this and it’s hand down the best investment I’ve made in myself to date. The curriculum... Read More is super thorough (which is super helpful to someone with no experience in the field such as myself), and the feedback from the graders is always helpful (unless you pass right away, in which they usually say something that can be summed up in a “job well done”). My mentor is great, and is an awesome match personality wise. Having the two 45 minute one on one sessions each week is a huge perk. I don’t see how anyone could do this well with out them. If you’re hesitant and reading reviews to help make a decision, I say take the jump!Read Less",thinkful
"I am a couple of months into Thinkful's full-stack flex program, and I could not be happier! For me, the most important thing has been my sessions with my mentor. Having one on one time with a seasoned developer is absolutely priceless. The program managers... Read More are amazing, they are there to cheer you on and be there for anything you might need. Then, there is the Thinkful Slack community, just open lines of communication and students, alum and support staff helping each other out non-stop. It is clear from day one that Thinkful wants you to succeed and will be there with you every step of the way. This is a top-notch program, and I would recommend it to anyone!Read Less",thinkful
"I am really enjoying working through the Thinkful curriculum, and the support of my Thinkful mentor and the community has really helped me through the process. I am currently a part of the Full Stack Flex program and one thing I really appreciate about... Read More this program is the flexibility to be able to get the work done outside of working my day job. The curriculum provides a lot of helpful reading, which I can sometimes do on-the-go, and the way the projects and assignments are structured is super engaging. They have elevated the program even more to include more online community among students as well as some local meet-ups and networking events.Read Less",thinkful
"Before Thinkful I was working in IT. Thinkful gave me the tools and resources to help me launch my career in tech. My mentor was really helpful in answering my tech/non-tech related questions. After graduation, I was able to land my engineering job within... Read More my current company. As someone that already has student loans, I was a little bit on the fence but it was worth it in the end.Read Less",thinkful
Thinkful's Data science flex program was truly a wonderful experience. I met some supportive and knowledgeable people here. The program stands out for it's one on one mentorship and i was matched up with an excellent mentor. He walked me thru every concept... Read More and gave me pointers to improve my projects. Curriculum covers almost every topic in data science briefly and it's up to the student to choose a specialization towards the end. Mock interviews and presentations helped me boost my confident levels and exchange ideas with other mentors and students. Overall it was a great experience and i managed to graduate in 6 months with a full time job.Read Less,thinkful
"Pros:Having a good mentor is a key component. My mentor was available whenever I needed help and was very patient. The mock interviews and the presentations helped with my confidence level. The mock interviews were very helpful as they pointed out how... Read More and where I needed improvement. The curriculum was updated while I was still on the old curriculum. I did go back and look at one of the new curricula for regression and the new lessons are better. I wish I had them when going through the course. But all in all, the experience with Thinkful has been pleasing. It was hard work and I did find myself getting burned out midway through. One good thing is you have pause time to use if you need to step away and regroup. Cons:I wish you could extend the Bootcamp by a week so that if you go over the 6 months by 1 week you don't get charged for the full month.Read Less",thinkful
